type,by,post_id,post_link,post_message,細分類,分類,大分,英文小標,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,年,月,日,1正評,2負,3中立,2+3,是否有負評
photo,post_page_157215971120682,157215971120682_764530747055865,https://www.facebook.com/157215971120682/posts/764530747055865,「Run your way全民奔向世大運」  世大運號召全臺民眾共組一隊 挑戰 2 017 819 公里運動里程 一同用腳步聲震撼全宇宙、為世大運加油！  上傳你的運動APP里程數截圖 至「Run your way 全民奔向世大運」 活動專頁 https://goo.gl/xYbq04 就可以參加抽獎！  本月將由運動社群領跑 更多好康及參與辦法 請見活動官網：https://goo.gl/xY2WBl  #2017819km,活動,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17862726_764530747055865_5464547083732662432_n.jpg?oh=b31b63c1c7870a709c3ce75862edec20&oe=59EEC793,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17862726_764530747055865_5464547083732662432_n.jpg?oh=54f94f4af599e4d26f755cafe6f9df6c&oe=59F8666C,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/764530747055865/?type=3,facebook.com,2017-04-12T10:23:59+0000,1491992639,2017/4/12 12:23,234,1,239,52,292,1,1,0,2,0,231,3,0,2,0,0,0,2017/4/12,2017,4,12,,,,,
event,post_page_157215971120682,157215971120682_1490758730965374,https://www.facebook.com/157215971120682/posts/1490758730965374,【活動介紹】2017世大運是臺灣有史以來舉辦最大型的國際綜合型賽事，這一次，我們將不只坐在螢幕前為選手加油，更邀請全臺灣人集結為一個團隊，於4月至6月間共同挑戰2 017 819公里的運動里程(不限定運動項目，可記錄里程皆可)，為即將於8月19日正式展開的臺北世大運，一起暖身、一起親身見證！  【民眾參與方式】  ?世大運官方粉絲團【Run your way全民奔向世大運】活動專頁 活動期間內(4至6月)，於本活動專頁指定貼文上傳你的運動截圖，並留言#2017819km，就有機會獲得合作單位所提供的運動補給包。   ?合作單位創意提案  【Run your way全民奔向世大運】廣邀全臺多家品牌企業參與，提供獎品或創意宣傳內容為你加油，超過12項不同主題的活動參與方案等你來參加，別坐著發呆了，趕快跟著老師動茲動茲！ 更多活動參與方案請見「Run your way全民奔向世大運」活動官網http://partner.2017.taipei/mileage.php,其他,一般推廣,B,B,https://scontent.xx.fbcdn.net/v/t1.0-0/c65.0.130.130/p130x130/18198708_775697179272555_122611679876293104_n.jpg?oh=57d8011598311f1e0eea94d75bc69271&oe=59ED439D,https://scontent.xx.fbcdn.net/v/t31.0-8/c360.0.720.720/p720x720/18209233_775697179272555_122611679876293104_o.jpg?oh=9fbfa947dafa41556112b0518f34b889&oe=59FB9284,https://www.facebook.com/events/1490758730965374/,facebook.com,2017-04-12T10:06:20+0000,1491991580,2017/4/12 12:06,67,0,67,0,67,0,0,0,0,0,66,0,0,0,0,0,0,2017/4/12,2017,4,12,,,,,
event,post_page_157215971120682,157215971120682_1874336522789602,https://www.facebook.com/157215971120682/posts/1874336522789602,【若無法以臉書搜尋到此活動頁，請以google搜尋 搖滾世大運 臉書 】  各位搖滾夥伴大家好，經過密集協商和討論，活動再次舉辦資訊如下： →時間：2017.07.02 (日) →地點：臺北市政府前廣場 (市府路、新仁愛路、市民廣場) (7/2現場活動流程與場地平面圖將於近期公佈)  「2017搖滾世大運」活動將於7/2於台北市跨年晚會場地「市政府前廣場」舉辦，非常期待與各位一起在搖滾世大運的現場用力搖滾！  這將是臺灣最大的搖滾樂團， 號召愛好搖滾樂的青年朋友拾起樂器， 一起為2017臺北世界大學運動會暖身。  用年輕的熱血和自信邀請全世界的朋友來到臺灣， 在這裡，每一位表演者都是明星， 展現臺灣精神的傳承接力。  由國內12位資深搖滾音樂人、11位中生代搖滾樂手， 共同參與共演曲目的製作， 特地打造原創曲《I am Here》和改編曲《和天一樣高》， 超過30位種子教師進行線上線下的事前培訓教學， 讓我們拾起麥克風、拿起鼓棒、背起吉他和貝斯， 用體育+搖滾樂的世界語言， 告訴世界 I AM HERE!  Taipei 2017 Universiade - 世大運 董事長樂團 四分衛 主辦單位：臺北市政府觀光傳播局 特別感謝：悠遊卡股份有限公司 活動網站：rock.2017.taipei 報名已於5月12日截止，詳情請見活動網站,活動,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/c134.0.130.130/p130x130/19396630_802785123230427_3763074765567424677_n.jpg?oh=414667081fb95eafbb8392f90016cb8b&oe=59EF5926,https://scontent.xx.fbcdn.net/v/t31.0-8/q82/c742.0.720.720/p720x720/19221624_802785123230427_3763074765567424677_o.jpg?oh=ee2ceb4ced891462150dbe62f765fb5e&oe=5A37CD31,https://www.facebook.com/events/1874336522789602/,facebook.com,2017-04-10T09:35:14+0000,1491816914,2017/4/10 11:35,400,2,414,0,416,2,2,0,3,0,389,7,5,0,0,0,0,2017/4/10,2017,4,10,,,,,
photo,post_page_157215971120682,157215971120682_762724680569805,https://www.facebook.com/157215971120682/posts/762724680569805,【 你不知道的世大運－舉重！】 　 雖然常常聽到舉重?但對於比賽規則實在不是很瞭解呢? 一起來看看舉重的相關規則吧！ 　 比賽規則： 　 。舉重比賽分為挺舉以及抓舉兩種姿勢，成績以總和計算，且其中一項不得沒有成績 。成績若相同，則先試舉成功者勝出 。抓舉需一次性把槓鈴舉過頭頂 。挺舉則可先將槓鈴平舉至齊胸，然後再舉過頭頂，但是兩次動作必須一次完成，中間不能有停頓 。先進行抓舉，再進行挺舉 。抓舉三次試舉失敗便失去比賽資格 。試舉成功後，每次可以以1公斤為單位增加試舉重量 。槓鈴抓起後由裁判決定是否成功，成功舉起白旗或按白燈、失敗的話舉起紅旗或按紅燈 　 -- 　 世大運經典徽章留言分享抽獎活動，將進行到 4/10 （一）！ 　 欲參加的朋友，請點擊下方連結瞭解更多： https://goo.gl/y6Th99 我們將在 4/10（一）選出 22 組世大運經典徽章給大家呦！快來參加吧！（你問我為什麼是 22 組？把必辦、選辦與示範種類的數量加一加就知道囉！）,舉重,運動,H,Weightlifting,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17522987_762724680569805_3979360381119533416_n.jpg?oh=2ac6f675930ceef396de23a5ef28241f&oe=59F684DC,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17522987_762724680569805_3979360381119533416_n.jpg?oh=38ee122f78d5f275c525eac07120ba33&oe=5A36A023,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/762724680569805/?type=3,facebook.com,2017-04-09T12:30:00+0000,1491741000,2017/4/9 14:30,204,2,208,10,220,2,1,1,3,0,202,3,0,0,0,0,0,2017/4/9,2017,4,9,,,,,
photo,post_page_157215971120682,157215971120682_761446060697667,https://www.facebook.com/157215971120682/posts/761446060697667,「臺北主場 就是要挺」  世大運合作宣傳店家推出第三波名人超體驗活動 只要在4/30前於合作宣傳店家消費打卡，並與「熊讚加油板」合照 就有機會與熱血主播徐展元。後援會同台播報棒球，High翻現場 或和達欣籃球隊球星相約鬥牛切磋球技！ 還有合作宣傳店家贊助超過50個名額，總價值近10萬元的獎項 等你來抽！  店家資訊與活動詳情請見活動官網 https://goo.gl/tU8tbv。,逛告贊助,廣告贊助,G,G,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17799297_761446060697667_7222609540824508766_n.jpg?oh=dccfc97f6b4f2b3218c689cd3a2d8252&oe=5A3203BB,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/17814269_761446060697667_7222609540824508766_o.jpg?oh=51fea6e28533aa0fc4df3517780897ab&oe=5A2B7D98,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/761446060697667/?type=3,facebook.com,2017-04-07T09:51:09+0000,1491558669,2017/4/7 11:51,327,23,333,35,391,23,21,2,28,0,324,3,1,1,0,0,0,2017/4/7,2017,4,7,,,,,
photo,post_page_157215971120682,157215971120682_760759027433037,https://www.facebook.com/157215971120682/posts/760759027433037,【 什麼？每屆世大運的比賽種類都不一樣？ 】   原來?是因為比賽種類有分為「必辦」、「選辦」與「示範」呀！   --   你知道嗎？   世大運的主辦城市擁有選辦競賽種類的權力。而第 29 屆夏季世大運的選辦種類也幾乎都我國奪牌機率較高的運動！   分別是：射箭、棒球、羽球 、高爾夫、滑輪溜冰、舉重及武術。   這也算是另類的「主場優勢」呦！ -- 　 世大運經典徽章留言分享抽獎活動，將進行到 4/10 （一）！ 　 欲參加的朋友，請點擊下方連結瞭解更多： https://goo.gl/y6Th99  我們將在 4/10（一）選出 22 組世大運經典徽章給大家呦！快來參加吧！（你問我為什麼是 22 組？把必辦、選辦與示範種類的數量加一加就知道囉！） 　,其他,一般推廣,B,B,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17634289_760759027433037_6899880814841581001_n.jpg?oh=663a6061df4959bb1fb6b9f113bca0a6&oe=59F1ACE8,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17634289_760759027433037_6899880814841581001_n.jpg?oh=cf5f7423fd25c4f45d1ab6b77613ad45&oe=5A2CA217,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/760759027433037/?type=3,facebook.com,2017-04-06T13:30:00+0000,1491485400,2017/4/6 15:30,456,1,462,13,476,1,1,0,0,0,453,5,0,0,0,0,0,2017/4/6,2017,4,6,,,,,
event,post_page_157215971120682,157215971120682_1305702776185091,https://www.facebook.com/157215971120682/posts/1305702776185091,《一起世大運．120倒數》  Light up Taipei Universiade 以聖火與熱情，點亮臺北世大運！  有著傳統竹編技藝與現代工藝、五軸四射立體火焰的「世大運聖火火炬」，將在臺灣文博會世大運專區首次亮相！加上以咖啡紗為材、吸濕排汗效果極佳，兼具流行設計與實用機能的「火炬手服裝」，帶你一覽來自「臺灣製造」的運動設計新時尚！  世大運文化活動亦特別邀請國內外著名插畫家，以世大運賽項及聖火為創作主題，邀你一起為臺北世大運增添色彩 !  2017.4.19-23臺灣文博會見 松山文創園區 北向製菸廠1F 詳細活動介紹：http://events.2017.taipei/,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/q87/c106.0.130.130/p130x130/17760054_759603260881947_432034643795086842_n.jpg?oh=353fda9f3d38b7b34da83abd171b99a6&oe=59ECB61A,https://scontent.xx.fbcdn.net/v/t31.0-8/q87/c586.0.720.720/p720x720/17637193_759603260881947_432034643795086842_o.jpg?oh=80aa2927717b4227c365d15cca1ca665&oe=59EE7371,https://www.facebook.com/events/1305702776185091/,facebook.com,2017-04-04T12:57:01+0000,1491310621,2017/4/4 14:57,879,3,942,0,945,3,2,1,3,0,856,43,8,2,0,1,0,2017/4/4,2017,4,4,,,,,
photo,post_page_157215971120682,157215971120682_757713217737618,https://www.facebook.com/157215971120682/posts/757713217737618,【 春假在家世大運！經典徽章抽獎活動來囉！】 　　 又到了難得的春假，運動員們正努力備戰，你在家的時候做些什麼呢？另外，有看過最新的宣傳片了嗎？還沒看過的話，趕快來看看吧 →  https://www.facebook.com/taipei2017/videos/756923457816594/ 　　 --  除了掃地高爾夫、搬家俱舉重、擦窗戶柔道、丈量拉弓射箭、翻鍋拚乓和跨欄購物之外，你還有發現更多「生活中的運動員」嗎？ 快告訴我們，跟大家一起腦力激盪一下吧！ 我們準備了世大運的經典徽章，送給最有創意的你！  --  世大運經典徽章抽獎辦法： 1. 分享這張圖片，並設為公開 2. 分享自己想到的「生活運動員創意」，照片或文字不拘 3. 別忘了加上 hashtag #春假在家世大運 喔！  例如： 「警察指揮交通：捷式游泳」 「趕捷運跳進車門：跳遠」 「丟垃圾：鉛球」 　 我們將在 4/10（一）選出 22 組世大運經典徽章給大家呦！快來參加吧！ （你問我為什麼是 22 組？因為今年世大運的運動賽項就是 22 項呀）,抽獎,抽獎,C,C,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17629684_757713217737618_8163567476290862101_n.jpg?oh=e5474bc78ac92797fc193601b5ac8333&oe=59EDDC9E,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17629684_757713217737618_8163567476290862101_n.jpg?oh=7df19d5cb2be5095328f193d92091f25&oe=5A2A8D61,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/757713217737618/?type=3,facebook.com,2017-04-01T12:30:00+0000,1491049800,2017/4/1 14:30,729,121,769,174,1064,117,113,4,83,0,725,13,3,22,0,0,0,2017/4/1,2017,4,1,,,,,
video,post_page_157215971120682,157215971120682_756923457816594,https://www.facebook.com/157215971120682/posts/756923457816594,準備好了沒? 敞開大門 一起歡迎世界吧!  #2017臺北世大運 #臺北我的主場 #世界歡迎光臨 #熱情準備就緒,其他,一般推廣,B,B,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/17698515_756936101148663_1566443661695123456_n.jpg?oh=7b56fd900ea653d8916ee3438ffe261e&oe=59F3F4A8,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/17698515_756936101148663_1566443661695123456_n.jpg?oh=b7b85e86263ec26c11c52c862142a3aa&oe=5A35A612,https://www.facebook.com/taipei2017/videos/756923457816594/,facebook.com,2017-03-31T07:30:03+0000,1490945403,2017/3/31 09:30,33568,975,35519,12275,48769,964,769,195,4940,0,33468,1417,212,300,4,1,0,2017/3/31,2017,3,31,,,,,
photo,post_page_157215971120682,157215971120682_756018411240432,https://www.facebook.com/157215971120682/posts/756018411240432,【 2017 臺北世大運唯一目標 黃士峰：金牌留臺灣 】 　 今年 5 月 8 日臺灣體壇再傳捷報，男子標槍選手黃士峰，在日本川崎舉行的國際田總（ IAAF ）世界挑戰賽，第一擲就擲出 83 公尺 82 的成績，不但一舉奪銅，同時也打破了自己所保持的全國紀錄。這一擲讓黃士峰射進 2016 里約奧運的門檻，成為臺灣標槍睽違 32 年再度前進奧運的選手！ 　  屢屢突破臺灣標槍紀錄的黃士峰，其實一開始是位足球選手而非標槍選手，「國三的時候因為學校足球教練被調離，讓我有一段時間沒有運動，直到國三快畢業才又開始運動，正式接觸標槍。」相對於其他選手算是起步較晚，不過他用努力的練習彌補晚起步的弱勢，「雖然有運動底子，但標槍的技術很複雜且需要很高的領悟力，如果出手沒有掌控好的話很容易傷到自己。」 　 問起標槍讓他的人生產生了什麼改變？黃士峰表示：「如果當時沒有選擇踏上這條路，或許我已經學壞，也不可能造就現在的我以及我所擁有的成就。其實那時候很愛玩，但運動幫我斷絕了外來的誘惑，同時也照亮了我現在的人生。」 　 　 █　達不到要求最煎熬　跟自己對話努力突破 　 所謂「臺上三分鐘，臺下十年功」，光榮的比賽成果都是選手們努力揮灑汗水堆積出來的，黃士峰當然也不例外，高中三年他每天都訓練四、五小時，從重量、體能、技術等，都是比別人加倍勤練。但訓練的過程難免會遇到低潮，「有時候會因為做不到教練的要求而沮喪，那種時候最難熬。但碰到這種狀況，我會努力跟教練討論問題點，另外我也習慣在睡覺前反覆思考自己的練習狀況，問自己：為什麼最近練習狀況是這樣？而我又能用甚麼方法來改進。」 　　 除了訓練時達不到標準會感到沮喪外，受傷的復健期也容易影響選手的心情，黃士峰回憶道：「曾經因為姿勢不足加上能力不夠受過一次嚴重的傷，休息了好長一段時間，完全無法參賽只是不停的復健，看到別人比賽自己也很想上場，當時心情真的很沮喪。」但黃士峰也表示，還好那時候努力做復健，「受傷了就該好好養傷，康復了才能去做更多的挑戰。」 　 　 █　2017 臺北世大運唯一目標：金牌留在家鄉 　 為了更加增進自己的實力，今年 2 月，黃士峰到瑞典移地訓練兩個月，談起了那邊與臺灣訓練上的差別，黃士峰表示，瑞典在訓練選手時較重視質量、選手的作息以及體能狀況。訓練的同時也給選手充足的休息，讓身體恢復到最佳的狀態，才進行下一個訓練，並且適時安排訓練項目；而臺灣則較重視效率，有時候反而忽略了選手們體能恢復的狀況。他說：「休息夠了，在最好的狀態下更能達到教練要求的效果，因此瑞典的訓練模式我很喜歡，也讓我獲益良多。」 　 明年臺北即將舉辦 2017 臺北世界大學運動會，對此黃士峰表示非常期待，「明年就會全神專注在世大運的比賽上，也有可能會前往歐洲移地訓練，當然，最大的目標就是把金牌留在臺灣！以往都是我們到世界各地參加比賽，這次比賽現場有了臺灣民眾熱情的加油聲，相信代表臺灣參加世大運的選手們，都能把最好的成績留在臺灣！加油！」 　 -- 　 黃士峰小檔案 　 年齡：24 歲（ 1992 年 3 月 2 日） 項目：男子標槍 特殊戰績： 2010年　臺北國際田徑邀請賽 金牌 2013年　天津東亞運 銀牌 2014年　國際田總挑戰賽東京站，擲出 81 公尺 53 全國紀錄 金牌 2015年　光州世大運 銀牌 2015年　體壇菁英獎之最佳男運動員獎得主 2016年　國際田總挑戰賽日本川崎站，擲出 83 公尺 82 全國紀錄，取得里約奧運參賽資格。 　 -- 　 #臺灣英雄系列,運動,運動,H,H,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17554319_756018411240432_5816286869639247750_n.jpg?oh=5859dba536ce9fe15fa93eef4d51af51&oe=5A002233,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17554319_756018411240432_5816286869639247750_n.jpg?oh=c72db332f2642346bb770d09e859bb76&oe=59F683CC,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/756018411240432/?type=3,facebook.com,2017-03-29T15:09:14+0000,1490800154,2017/3/29 17:09,1091,9,1103,55,1167,9,9,0,9,0,1085,10,1,0,0,0,0,2017/3/29,2017,3,29,,,,,
photo,post_page_157215971120682,157215971120682_755287627980177,https://www.facebook.com/157215971120682/posts/755287627980177,【 桌壇好手江宏傑，進擊 2017 世大運！】 　 第一次拿起桌球拍擊球的體驗，讓江宏傑深深喜歡上乒乓球，憑著與生俱來的天分以及認真拼命的個性，更讓他在年僅 20 歲之際，就獲得 2009 年運動精英獎最佳男運動員。雖然曾因腳傷復健短暫告別球壇，但這些過程皆一點一滴內化成動力，不斷驅使著江宏傑，如今他正以穩健姿態逐步朝目標前進，期待在 2017 臺北世界大學運動會，為臺灣拿下更多榮耀。 　 會接觸到乒乓球，其實，並非江宏傑主動要求，小學時期的他相當好動也不愛睡午覺，為了消耗江宏傑旺盛的體力，老師開始讓他練習桌球，沒想到從此無可自拔的迷上這項運動，也開啟了江宏傑精彩的乒乓人生。 　 　 █　直面困難，不斷從摧毀中重建信心 　 國小畢業後，江宏傑受到知名教練林忠雄和吳文嘉號召，隻身從新竹前往臺南求學並接受專業訓練。回想起那段時光，江宏傑最開心的就是能和桌球好手蔣澎龍一起練球，不過，從早到晚的密集式鍛鍊對小孩來說一點也不輕鬆，即使手指破皮、腳起水泡，江宏傑仍把這些苦通通吞下肚，只為將來能在球場上發光發熱。 　 每日辛勤苦練，江宏傑用實力在國內外締造了亮眼戰績，像是連續三年奪得全國桌球錦標賽男子單打金牌、2013 年世界盃團體經典賽銀牌以及 4 面世界大學運動會金牌等。問到是否曾有放棄的想法，江宏傑坦言，之前曾因髖關節唇軟骨碎裂，開刀治療並復健了一段日子，剛回球場的時候狀況不佳，比賽時一直打不出成績，自己變得很沒自信，常常一個人獨處也不愛說話，後來又輸掉 2012 倫敦奧運臺灣選拔賽，種種的不順心更讓他在賽後崩潰大哭。回想當時，江宏傑表示開刀前後真的差很多，世界排名從 72 掉到 178 名，內心累積很多負面想法，甚至看到桌球就覺得討厭。 　 幸虧這種厭惡感沒有持續太久，江宏傑回想當時教練對他說的話：「你用我的戰術，輸球是我的錯，所以你就盡量去做，把自己發揮到百分百。」這劑充滿力量的強心針，成為了江宏傑最堅實的後盾，陪著他到世界各地去征戰。江宏傑慢慢找回最佳狀態，重拾球場上的信心。 　 　 █　堅守信念，發揮百分百實力 　 對現在的江宏傑來說，歷經多次比賽的考驗，「主要的重點會放在研究對手，了解錯誤後再重新出發」江宏傑與我們分享著，可以看出他已經很懂得調適心情，思想比起以前已成熟許多。 　 █　瞄準臺北世大運金牌　為全民爭榮耀 　 確定 2017 將出戰世大運的江宏傑，對於本次主場在臺北感到相當高興，在他印象中，臺北的運動風氣很不錯，有許多運動場地和空間可以讓民眾運用，自己先前曾經在小巨蛋參加全國運動會，是個很棒的場地，不過，當時因比賽的關係，沒有多餘時間再去體驗其他設施和臺北的美食，這一點比較可惜。 　  由於很多國家都會來參加世大運，除了希望國際能再多認識臺灣之外，江宏傑對自己也有很大的期許，那就是將男子團體賽金牌留在臺灣，最好連單打和雙打的份也一起，他表示：「站在台上拿獎牌，看著中華民國會旗在賽場內飄揚，那種感覺已經不是自己的榮譽，而是對臺灣的驕傲。」 　 -- 　 江宏傑小檔案 　 年齡：27 歲（ 1989 年 2 月 22 日 ） 項目：桌球 特殊戰績： ．2007～2009 年 全國桌球錦標賽 男單金牌 ．2009 年 貝爾格勒世大運 男單、混雙金牌 ．2013 年 世界盃桌球經典賽 男子團體銀牌 ．2013 年 俄羅斯喀山世大運賽 男子雙打金牌 ．2016 年 全大運桌球公開男子組個人雙打賽 金牌 　 -- 　 道歉啟事：前篇貼文，由於整體製作的疏忽，造成了大家的困擾，在此特別更正，並致上真誠的歉意。未來製作上我們會更小心謹慎，謝謝大家的回應，讓我們看見了我們改進的方向！ 　 -- 　 #臺灣英雄系列,桌球,運動,H,Table Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17458355_755287627980177_7146501693466708210_n.jpg?oh=9f605a832630bffcda2c0636bff0a301&oe=59EB38AC,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17458355_755287627980177_7146501693466708210_n.jpg?oh=70e4012ec037e70248fb6ebabc189c7f&oe=59F95F53,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/755287627980177/?type=3,facebook.com,2017-03-28T08:13:44+0000,1490688824,2017/3/28 10:13,800,6,821,25,852,6,6,0,0,0,794,17,0,3,0,0,0,2017/3/28,2017,3,28,,,,,
video,post_page_157215971120682,157215971120682_754127604762846,https://www.facebook.com/157215971120682/posts/754127604762846,??  擁抱世界擁抱你 ?? ??  大家期待已久的主題曲來囉  從主題曲徵選活動脫穎而出 由舞炯恩˙加以法利得創作、I-WANT 星勢力演唱 經過國際傳奇電音製作人Howie B.與蘇通達跨國合作  保留原住民傳統輕快風格，加入倫巴、拉丁節奏 運用拉丁樂器融合電子音樂元素，營造強而有力的氣氛  透過2017臺北世界大學運動會 用台灣在地的音樂向世界發聲 ??  更多有關主題曲的故事??????https://goo.gl/13z42T KKBOX??????http://goo.gl/SOuUuD Omusic??????https://goo.gl/lbNx4w myMusic??????https://goo.gl/y5loyd,主題曲,主題曲,A,A,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/17504055_754135031428770_1180049767883866112_n.jpg?oh=06b3b702c2e5f710509474ae6b43b107&oe=5A00B671,https://scontent.xx.fbcdn.net/v/t15.0-10/p180x540/17504055_754135031428770_1180049767883866112_n.jpg?oh=d95ef38adacfb12eb7904ee7d875bf74&oe=5A2CB1B0,https://www.facebook.com/taipei2017/videos/754127604762846/,facebook.com,2017-03-27T08:21:55+0000,1490602915,2017/3/27 10:21,1334,92,1410,272,1774,90,49,41,125,0,1326,69,2,4,0,0,0,2017/3/27,2017,3,27,,,,,
photo,post_page_157215971120682,157215971120682_753393581502915,https://www.facebook.com/157215971120682/posts/753393581502915,【 臺灣網壇新秀－謝淑映！擊敗挫折不退縮，積極面對每場挑戰！】 　 小時候謝淑映總是跟在哥哥姐姐的身後，嬌小的身影穿梭於臺灣大大小小的球場，揮著快比自己還高的網球拍，如今那個小女孩也已經能獨當一面了，還在多個國內外比賽取得不錯的成績，努力的練習在她的肌膚上也留下黝黑的痕跡，現在正在夏威夷進修的謝淑映十分關心明年臺北作為東道主所舉辦的世大運，她謙虛的表示去年能在光州世大運取得好成績，都是因為隊友團結一致應戰的成果，當時因為手傷而未能百分之百發揮水準，明年她若能參與盛會，一定會把狀態調整到最好，為臺灣留下一面金牌。 　 　 █　只有網球，從未考慮第二條路 　 來自網球世家，身為家中小妹的謝淑映，最後自然而然的走上同一條路，對她來說，家人總是最貼心卻又是最嚴苛的教練，比起一昧的鼓舞，爸爸和姊姊總是會一針見血的指正她的錯誤，旁人看來可能吃不消，但是樂觀開朗的謝淑映不這麼想，她覺得這就是一切進步的根源，有要求，才有進步。「打網球對我來說就像呼吸一樣自然，是我人生的一大部份」，正因如此，謝淑映從未考慮過網球以外的路，「沒有網球陪伴，我想我會失去很多樂趣和體驗」。 　  　 █　姊姊信念的影響，堅定網球的路 　 姊姊謝淑薇近幾年的成績斐然，總使人下意識同情起妹妹的壓力，但是謝淑映反倒認為謝淑薇不管在網球領域還是心靈上，都是她最好的導師。有著這樣強力的靠山，讓謝淑映知道她可以好好做自己也許就是一直抱持正向積極的態度，謝淑映才能克服 2 年前在澳洲比賽時滑倒所造成的手腕傷勢。 　 　 █　家人鼓勵，谷底再起 　 回想自己的傷勢，謝淑映感慨的說：「滑倒時我就知道糟糕了，之後醫生更是殘酷的直接說，就算是修復針也救不了我」，那段時間除了傷口的疼痛，心裡更是背負著壓力，擔心開刀帶來的後遺症，更害怕再也回不了球場，「這也是我目前為止遇到最大的挫折」謝淑映說，「當時我一握球拍手就隱隱作痛，如果不是周圍的家人朋友不斷鼓勵我，可能我就已經把球拍放下了。」爸爸在這段時間的鼓勵對謝淑映而言尤其重要，他用以前他身為運動員的經驗告訴謝淑映不論如何都不能放棄，在家人的支持下，謝淑映後來決定到夏威夷進修，除了積極養傷之外，亦持續參加美國大學的網球比賽，經過這段受傷帶來的試煉，謝淑映日後在面對每一場比賽，都不再像以往感到脆弱又多慮，反而心胸更開闊願意放手一搏，積極面對每一球帶來的快感和考驗。 　 　　 █　搖旗吶喊帶來的拼鬥能量 　 相較於其他團隊類型的運動，網球訓練相對較為孤單，和其他選手並沒有太多互動的機會，因此參加世大運對謝淑映來說是很特別的經驗。2015光州世大運謝淑映與隊友張凱貞、李亞軒、許絜瑜合力拿下女子團體金牌，為臺灣披戰袍奮戰的過程讓她直呼過癮，世大運賽程期間，每天與隊友一起加油吶喊，鼓勵打氣，氛圍與單打獨鬥的職業賽事非常不同。 　 明年將在自己的家鄉參加世大運，謝淑映對於網球項目能否取得好成績，顯得自信滿滿，她說：「金牌一定沒有問題，在自己的主場上比賽，我相信氣勢會更不同，如果我明年能夠代表地主出賽，一定會盡自己所能取得好成績。」 　 長年征戰在外，謝淑映最感到安心與熟悉的地方還是臺灣，小時候曾在臺北受訓過一段時間，她回憶起那段過程，笑說：「還記得當時我在臺北市的一個國小參加網球訓練營，我每天最期待的，就是休息時間和其他小朋友一起彎腰穿過一個小拱門，溜到外面的雜貨店買零食吃，在努力用心訓練流汗後所品嚐的餅乾最好吃了！」 　 　 每一球都積極面對，期望有一天能成為臺灣代表性的網球選手。 　  -- 　　 謝淑映小檔案 　 年齡：23 歲（ 1993 年 7 月 23 日 ） 特殊戰績： ．2014 佛羅里達女網賽 女雙金牌 ．2014 全大運公開混合組 金牌 ．2014 台北海碩國際女子網球挑戰賽 雙打四強 　 --  　 #臺灣英雄系列,網球,運動,H,Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17522650_753393581502915_6046868193647413164_n.jpg?oh=940e8d67de271f6fedef01d3103488ce&oe=5A32E483,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17522650_753393581502915_6046868193647413164_n.jpg?oh=dd7124adb4192f02aa04ea3e344bd3f2&oe=59F1F17C,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/753393581502915/?type=3,facebook.com,2017-03-25T12:30:00+0000,1490445000,2017/3/25 13:30,452,2,456,8,466,2,2,0,1,0,449,3,0,1,0,0,0,2017/3/25,2017,3,25,,,,,
